market,business_unit,country,region,employee_id,date,Indicator,Indicator_value,currency,project
AMER,E-commerce,Canada,North America,,2024-01-07,Budget,"8,510.35",CAD,Project Horizon
AMER,Finance,Brazil,South America,,2024-01-07,Other Costs,"2,105.49",BRL,Project Atlas
EMEA,Finance,France,Western Europe,EMP00256,2024-01-07,Wages Cost,"4,782.44",EUR,Project Atlas
AMER,Marketing,Mexico,North America,,2024-01-07,Budget,"19,461.30",MXN,Project Falcon
EMEA,Logistics,Portugal,Southern Europe,,2024-01-07,Budget,892.52,EUR,Project Falcon
AMER,E-commerce,Canada,North America,,2024-01-07,Budget,"5,885.05",CAD,Project Zenith
EMEA,Retail,France,Western Europe,,2024-01-07,Budget,"3,878.85",EUR,Project Titan
APAC,Logistics,Japan,East Asia,,2024-01-07,Budget,"412,300.21",JPY,Project Zenith
AMER,E-commerce,Brazil,South America,,2024-01-07,Budget,"18,907.56",BRL,Project Zenith
APAC,Retail,Australia,Oceania,,2024-01-07,Budget,"11,856.46",AUD,Project Nova
AMER,HR,Canada,North America,,2024-01-07,Other Costs,830.41,CAD,Project Titan
AMER,Marketing,Mexico,North America,,2024-01-07,Budget,"18,756.09",MXN,Project Atlas
AMER,IT Services,Canada,North America,,2024-01-07,Other Costs,"3,732.50",CAD,Project Vega
AMER,Retail,Brazil,South America,EMP00153,2024-01-07,Revenue,"18,768.34",BRL,Project Zenith
AMER,Marketing,Argentina,South America,,2024-01-07,Budget,"848,539.22",ARS,Project Horizon
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-01-07,Budget,"4,507.53",GBP,Project Nimbus
EMEA,Wholesale,France,Western Europe,,2024-01-07,Budget,"5,518.15",EUR,Project Vega
EMEA,Retail,Spain,Southern Europe,EMP00029,2024-01-07,Wages Cost,"6,938.05",EUR,Project Nimbus
EMEA,Wholesale,France,Western Europe,,2024-01-07,Budget,"12,008.98",EUR,Project Zenith
EMEA,Logistics,Germany,Western Europe,EMP00287,2024-01-07,Wages Cost,"5,024.09",EUR,Project Aurora
AMER,E-commerce,Canada,North America,,2024-01-07,Other Costs,"1,598.78",CAD,Project Zenith
APAC,HR,Australia,Oceania,,2024-01-07,Other Costs,"5,963.79",AUD,Project Falcon
EMEA,IT Services,Germany,Western Europe,EMP00103,2024-01-07,Revenue,"19,472.46",EUR,Project Nova
AMER,Retail,Mexico,North America,EMP00099,2024-01-07,Revenue,"107,441.18",MXN,Project Titan
EMEA,Marketing,Germany,Western Europe,,2024-01-07,Other Costs,"10,079.44",EUR,Project Falcon
EMEA,E-commerce,Spain,Southern Europe,,2024-01-07,Budget,"3,945.99",EUR,Project Atlas
EMEA,IT Services,Italy,Southern Europe,,2024-01-07,Other Costs,"1,645.48",EUR,Project Zenith
AMER,Finance,Brazil,South America,,2024-01-07,Budget,"9,489.20",BRL,Project Titan
APAC,HR,Australia,Oceania,,2024-01-07,Budget,"6,745.75",AUD,Project Nova
EMEA,Wholesale,Spain,Southern Europe,,2024-01-07,Budget,"2,299.44",EUR,Project Falcon
EMEA,Marketing,United Kingdom,Northern Europe,EMP00148,2024-01-08,Revenue,"8,340.07",GBP,Project Nova
EMEA,IT Services,Spain,Southern Europe,,2024-01-08,Budget,"5,077.97",EUR,Project Atlas
APAC,Finance,Singapore,Southeast Asia,,2024-01-08,Budget,"8,841.86",SGD,Project Falcon
AMER,Logistics,United States,North America,,2024-01-08,Budget,"2,807.62",USD,Project Aurora
EMEA,Wholesale,Italy,Southern Europe,,2024-01-08,Budget,"2,320.84",EUR,Project Nimbus
EMEA,Wholesale,France,Western Europe,EMP00094,2024-01-08,Revenue,"3,517.72",EUR,Project Vega
EMEA,Wholesale,France,Western Europe,EMP00250,2024-01-08,Revenue,"2,181.35",EUR,Project Zenith
AMER,IT Services,Argentina,South America,,2024-01-08,Other Costs,"285,736.71",ARS,Project Vega
EMEA,Marketing,Netherlands,Western Europe,EMP00332,2024-01-08,Wages Cost,"5,881.28",eur,Project Falcon
AMER,Retail,Mexico,North America,,2024-01-08,Budget,"34,985.41",MXN,Project Vega
AMER,HR,Brazil,South America,,2024-01-08,Budget,"21,705.31",BRL,Project Atlas
APAC,IT Services,India,South Asia,,2024-01-08,Budget,"27,069.47",INR,Project Aurora
APAC,Logistics,Australia,Oceania,,2024-01-08,Budget,"10,771.73",AUD,Project Zenith
AMER,Retail,United States,North America,,2024-01-08,Budget,"3,711.16",USD,Project Vega
APAC,Logistics,Singapore,Southeast Asia,EMP00200,2024-01-08,Wages Cost,"17,798.99",SGD,Project Vega
APAC,Wholesale,India,South Asia,EMP00242,2024-01-08,Wages Cost,"62,027.37",INR, Project Nova
EMEA,HR,United Kingdom,Northern Europe,,2024-01-08,Other Costs,"7,171.44",GBP,Project Atlas
EMEA,IT Services,France,Western Europe,,2024-01-08,Budget,"5,562.09",EUR,Project Falcon
EMEA,HR,France,Western Europe,,2024-01-08,Budget,"2,027.11",EUR,Project Vega
APAC,Retail,Japan,East Asia,,2024-01-08,Budget,"576,248.08",JPY,Project Orion
EMEA,Finance,Italy,Southern Europe,,2024-01-08,Budget,"3,587.53",EUR,Project Falcon
AMER,Wholesale,United States,North America,EMP00055,2024-01-08,Wages Cost,"17,809.29",USD,Project Atlas
EMEA,Finance,Netherlands,Western Europe,EMP00337,2024-01-08,Wages Cost,"12,300.95",EUR,Project Falcon
APAC,Retail,China,East Asia,EMP00254,2024-01-08,Revenue,"36,179.82",CNY,Project Orion
EMEA,Finance,Germany,Western Europe,,2024-01-08,Budget,"4,639.74",EUR,Project Titan
EMEA,Retail,France,Western Europe,EMP00201,2024-01-08,Wages Cost,"3,995.71",EUR,Project Falcon
AMER,Marketing,Brazil,South America,,2024-01-08,Budget,"22,316.31",BRL,Project Nimbus
EMEA,E-commerce,United Kingdom,Northern Europe,EMP00126,2024-01-08,Revenue,"5,678.10",GBP,Project Vega
AMER,HR,Brazil,South America,,2024-01-08,Budget,"10,409.15",BRL,Project Nova
APAC,Wholesale,India,South Asia,,2024-01-08,Budget,"62,261.76",INR,Project Nova
EMEA,E-commerce,United Kingdom,Northern Europe,,2024-01-08,Budget,"2,412.05",GBP,Project Aurora
EMEA,Wholesale,Germany,Western Europe,EMP00184,2024-01-08,Wages Cost,"3,094.68",EUR,Project Falcon
APAC,Finance,Singapore,Southeast Asia,,2024-01-08,Budget,"1,001.23",SGD,Project Atlas
AMER,Marketing,Brazil,South America,,2024-01-08,Budget,"19,123.90",BRL,Project Vega
APAC,Retail,Singapore,Southeast Asia,,2024-01-08,Budget,"9,704.99",SGD,Project Titan
AMER,Retail,Argentina,South America,,2024-01-08,Budget,"840,804.07",ARS,Project Zenith
EMEA,IT Services,Netherlands,Western Europe,EMP00223,2024-01-08,Wages Cost,"13,266.53",EUR,Project Titan
EMEA,Marketing,Germany,Western Europe,EMP00011,2024-01-08,Wages Cost,"25,552.66",EUR,Project Falcon
AMER,Wholesale,Canada,North America,,2024-01-08,Budget,"1,121.48",CAD,Project Atlas
APAC,Logistics,India,South Asia,,2024-01-08,Budget,"180,472.07",INR,Project Atlas
EMEA,Finance,United Kingdom,Northern Europe,,2024-01-08,Budget,"7,254.42",GBP,Project Titan
AMER,Retail,Brazil,South America,,2024-01-08,Budget,"4,629.20",BRL,Project Atlas
AMER,Wholesale,Brazil,South America,,2024-01-08,Other Costs,"1,959.99",BRL,Project Nimbus
EMEA,Wholesale,United Kingdom,Northern Europe,,2024-01-08,Other Costs,969.43,GBP,Project Nimbus
EMEA,Wholesale,Portugal,Southern Europe,,2024-01-09,Other Costs,788.44,EUR,Project Vega
APAC,Marketing,Singapore,Southeast Asia,,2024-01-09,Budget,"3,963.64",SGD,Project Orion
AMER,IT Services,Mexico,North America,,2024-01-09,Budget,"10,104.95",MXN,Project Atlas
EMEA,Retail,France,Western Europe,,2024-01-09,Other Costs,"1,375.46",EUR,Project Falcon
AMER,Retail,United States,North America,EMP00268,2024-01-09,Wages Cost,"7,458.59",USD,Project Horizon
APAC,Logistics,India,South Asia,,2024-01-09,Budget,"4,940.34",INR,Project Nimbus
AMER,E-commerce,United States,North America,,2024-01-09,Other Costs,"1,416.76",USD,Project Vega
AMER,Marketing,Brazil,South America,,2024-01-09,Budget,"5,950.39",BRL,Project Titan
AMER,Retail,Brazil,South America,,2024-01-09,Budget,"5,084.07",BRL,Project Orion
AMER,Logistics,Canada,North America,EMP00056,2024-01-09,Revenue,"9,970.70",CAD,Project Aurora
APAC,Logistics,Singapore,Southeast Asia,,2024-01-09,Budget,"34,146.63",SGD,Project Vega
APAC,Marketing,India,South Asia,,2024-01-09,Budget,"120,448.43",INR,Project Horizon
EMEA,Logistics,Germany,Western Europe,,2024-01-09,Budget,"6,339.12",EUR,PROJECT AURORA
EMEA,Retail,France,Western Europe,,2024-01-09,Budget,"4,731.57",EUR,Project Falcon
AMER,Wholesale,Canada,North America,EMP00291,2024-01-09,Wages Cost,"6,142.42",CAD,Project Horizon
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-01-09,Revenue,"3,053.80",EUR,Project Horizon
AMER,Finance,Brazil,South America,,2024-01-09,Budget,"29,395.49",BRL,Project Vega
EMEA,Logistics,United Kingdom,Northern Europe,,2024-01-09,Budget,"4,811.76",GBP,Project Aurora
AMER,Finance,Brazil,South America,EMP00311,2024-01-09,Wages Cost,"10,809.81",BRL,Project Nimbus
AMER,HR,Mexico,North America,,2024-01-09,Other Costs,"2,674.47",MXN,Project Orion
APAC,Retail,China,East Asia,EMP00231,2024-01-09,Wages Cost,"9,212.81",CNY,Project Atlas
APAC,HR,China,East Asia,EMP00032,2024-01-09,Wages Cost,"42,866.92",CNY,Project Atlas
EMEA,Retail,France,Western Europe,,2024-01-09,Budget,"11,072.91",EUR,Project Nova
AMER,Retail,Argentina,South America,EMP00005,2024-01-09,Revenue,"4,861,217.08",ARS,Project Zenith
EMEA,Retail,France,Western Europe,EMP00340,2024-01-09,Wages Cost,"4,218.55",EUR,Project Nova
EMEA,Logistics,United Kingdom,Northern Europe,,2024-01-09,Budget,"3,317.07",GBP,Project Vega
AMER,HR,Mexico,North America,EMP00305,2024-01-09,Wages Cost,"24,711.01",MXN,Project Nova
APAC,E-commerce,China,East Asia,EMP00190,2024-01-09,Wages Cost,"11,021.60",CNY,Project Horizon
APAC,Finance,India,South Asia,,2024-01-09,Budget,"42,823.28",INR,Project Nova
AMER,Wholesale,Mexico,North America,EMP00106,2024-01-09,Revenue,"72,027.56",MXN,Project Nova
AMER,IT Services,Mexico,North America,EMP00021,2024-01-09,Revenue,"491,383.29",MXN,Project Horizon
EMEA,Marketing,Portugal,Southern Europe,,2024-01-10,Budget,"3,862.07",EUR,Project Orion
AMER,Finance,Brazil,South America,,2024-01-10,Budget,"7,132.11",BRL,Project Falcon
EMEA,Wholesale,Germany,Western Europe,,2024-01-10,Budget,"3,172.31",EUR,Project Falcon
APAC,E-commerce,Australia,Oceania,EMP00257,2024-01-10,Revenue,"19,005.87",AUD,Project Vega
AMER,Finance,Mexico,North America,,2024-01-10,Budget,"15,638.18",MXN,Project Atlas
APAC,Retail,Singapore,Southeast Asia,,2024-01-10,Budget,"1,100.49",SGD,Project Nimbus
AMER,Finance,United States,North America,,2024-01-10,Budget,"5,888.14",USD,Project Vega
AMER,Marketing,Canada,North America,,2024-01-10,Budget,"4,114.63",CAD,Project Zenith
AMER,Retail,Mexico,North America,,2024-01-10,Other Costs,"10,695.54",MXN,Project Titan
EMEA,IT Services,Germany,Western Europe,,2024-01-10,Other Costs,"5,072.22",EUR,Project Nova
AMER,E-commerce,Brazil,South America,,2024-01-10,Budget,422.87,BRL,Project Atlas
AMER,IT Services,Canada,North America,EMP00049,2024-01-10,Revenue,"25,430.77",CAD,Project Vega
APAC,HR,India,South Asia,,2024-01-10,Budget,"129,107.19",INR,Project Nimbus
AMER,IT Services,Canada,North America,,2024-01-10,Budget,"27,463.25",CAD,Project Vega
EMEA,Retail,Italy,Southern Europe,,2024-01-10,Budget,"9,232.61",EUR,Project Titan
EMEA,Finance,Netherlands,Western Europe,,2024-01-10,Other Costs,"1,851.47",EUR,Project Vega
EMEA,IT Services,Portugal,Southern Europe,EMP00294,2024-01-10,Wages Cost,"10,271.43",EUR,Project Nova
EMEA,Logistics,France,Western Europe,EMP00110,2024-01-10,Revenue,"5,128.86",EUR,Project Horizon
EMEA,Logistics,United Kingdom,Northern Europe,,2024-01-10,Budget,"2,431.87",GBP,Project Atlas
AMER,Retail,Brazil,South America,,2024-01-10,Budget,"6,731.45",BRL,Project Zenith
APAC,Logistics,India,South Asia,,2024-01-10,Other Costs,"45,605.08",INR,Project Atlas
EMEA,Retail,United Kingdom,Northern Europe,,2024-01-10,Budget,"3,637.59",GBP,Project Nimbus
APAC,Retail,Australia,Oceania,,2024-01-10,Budget,"3,776.02",AUD,Project Zenith
AMER,Marketing,Mexico,North America,,2024-01-10,Budget,"30,921.82",MXN,Project Orion
APAC,Marketing,Australia,Oceania,,2024-01-10,Budget,"6,290.36",AUD,Project Falcon
APAC,Retail,Australia,Oceania,,2024-01-10,Other Costs,"3,995.86",AUD,Project Nova
EMEA,Finance,Germany,Western Europe,,2024-01-10,Budget,"8,435.32",EUR,Project Vega
EMEA,Retail,Italy,Southern Europe,,2024-01-10,Other Costs,"1,163.55",EUR,Project Titan
APAC,Retail,India,South Asia,,2024-01-10,Budget,"90,679.96",INR,Project Vega
APAC,Logistics,China,East Asia,,2024-01-10,Budget,"10,322.60",CNY,Project Horizon
APAC,Marketing,China,East Asia,EMP00301,2024-01-10,Wages Cost,"15,696.05",CNY,Project Vega
APAC,Marketing,Australia,Oceania,EMP00063,2024-01-10,Wages Cost,"5,014.07",AUD,Project Falcon
EMEA,Retail,Portugal,Southern Europe,,2024-01-10,Other Costs,431.43,EUR,Project Zenith
APAC,Retail,India,South Asia,,2024-01-10,Budget,"102,261.81",INR,Project Aurora
APAC,Retail,India,South Asia,EMP00105,2024-01-10,Wages Cost,"95,600.86",INR,Project Aurora
AMER,Finance,Canada,North America,,2024-01-10,Budget,"18,963.06",CAD,Project Orion
APAC,Logistics,Australia,Oceania,EMP00321,2024-01-10,Wages Cost,"9,256.45",AUD,Project Zenith
AMER,Wholesale,Canada,North America,EMP00291,2024-01-10,Revenue,"5,218.30",CAD,Project Horizon
APAC,E-commerce,Japan,East Asia,EMP00020,2024-01-10,Wages Cost,"1,824,752.06",JPY,Project Horizon
AMER,Retail,Argentina,South America,EMP00235,2024-01-10,Wages Cost,"1,515,310.68",ARS,Project Falcon
AMER,Wholesale,Brazil,South America,,2024-01-10,Budget,"10,503.80",BRL,Project Nimbus
APAC,Wholesale,Japan,East Asia,,2024-01-10,Budget,"41,901.07",JPY,Project Nova
AMER,Wholesale,Argentina,South America,EMP00188,2024-01-11,Revenue,"3,629,446.51",ARS,Project Orion
AMER,Wholesale,United States,North America,,2024-01-11,Other Costs,"2,226.11",USD,Project Horizon
APAC,HR,India,South Asia,,2024-01-11,Other Costs,"32,142.20",INR,Project Nimbus
EMEA,Finance,Spain,Southern Europe,EMP00163,2024-01-11,Wages Cost,"3,250.00",EUR,Project Aurora
AMER,E-commerce,Mexico,North America,EMP00045,2024-01-11,Wages Cost,"36,417.98",MXN,Project Atlas
APAC,Retail,Australia,Oceania,EMP00037,2024-01-11,Revenue,"11,231.37",AUD,Project Orion
APAC,Wholesale,Singapore,Southeast Asia,EMP00189,2024-01-11,Revenue,"2,868.91",SGD,Project Nimbus
APAC,Logistics,India,South Asia,EMP00275,2024-01-11,Wages Cost,"57,391.69",INR,Project Atlas
AMER,HR,Brazil,South America,EMP00145,2024-01-11,Wages Cost,"6,594.34",BRL,Project Atlas
AMER,Wholesale,United States,North America,EMP00213,2024-01-11,Revenue,"5,351.74",USD,Project Horizon
APAC,Logistics,India,South Asia,,2024-01-11,Other Costs,"64,841.81",INR,Project Vega
EMEA,Wholesale,United Kingdom,Northern Europe,EMP00218,2024-01-11,Wages Cost,"4,132.53",GBP,Project Nimbus
AMER,HR,Mexico,North America,,2024-01-11,Other Costs,"13,492.64",MXN,Project Nova
APAC,Logistics,India,South Asia,EMP00322,2024-01-11,Revenue,"319,451.47",INR,Project Vega
EMEA,E-commerce,France,Western Europe,EMP00036,2024-01-11,Revenue,"9,123.65",EUR,Project Nimbus
EMEA,IT Services,Portugal,Southern Europe,EMP00294,2024-01-11,Revenue,"18,437.22",EUR,Project Nova
APAC,Marketing,China,East Asia,,2024-01-11,Other Costs,"2,856.38",CNY,Project Falcon
AMER,Wholesale,Mexico,North America,EMP00106,2024-01-11,Wages Cost,"14,114.48",MXN,Project Nova
AMER,Retail,United States,North America,EMP00022,2024-01-11,Revenue,"6,950.43",USD,Project Orion
APAC,HR,Australia,Oceania,EMP00082,2024-01-11,Wages Cost,"7,381.41",AUD,Project Nimbus
EMEA,Finance,Netherlands,Western Europe,EMP00041,2024-01-12,Wages Cost,"2,114.23",EUR,Project Vega
APAC,Logistics,Singapore,Southeast Asia,EMP00128,2024-01-12,Revenue,"10,038.83",SGD,Project Vega
AMER,Marketing,Mexico,North America,EMP00155,2024-01-12,Revenue,"192,466.40",MXN,Project Vega
EMEA,Finance,France,Western Europe,,2024-01-12,Other Costs,"1,479.74",EUR,Project Atlas
APAC,Wholesale,Singapore,Southeast Asia,EMP00189,2024-01-12,Wages Cost,"5,040.93",SGD,Project Nimbus
AMER,E-commerce,Argentina,South America,EMP00025,2024-01-12,Revenue,"10,061,533.08",ARS,Project Titan
APAC,Logistics,China,East Asia,EMP00108,2024-01-12,Revenue,"58,006.49",CNY,Project Titan
APAC,Logistics,China,East Asia,EMP00003,2024-01-12,Wages Cost,"6,605.28",CNY,Project Zenith
AMER,Wholesale,Brazil,South America,EMP00070,2024-01-12,Revenue,"19,588.38",BRL,Project Nimbus
APAC,HR,India,South Asia,,2024-01-12,Other Costs,"10,843.32",INR,Project Nova
AMER,Logistics,United States,North America,EMP00320,2024-01-12,Revenue,"3,800.76",USD,Project Aurora
AMER,E-commerce,United States,North America,EMP00251,2024-01-12,Revenue,"10,027.66",USD,Project Falcon
EMEA,HR,France,Western Europe,EMP00173,2024-01-12,Wages Cost,"6,398.75",EUR,Project Aurora
EMEA,Finance,United Kingdom,Northern Europe,,2024-01-12,Other Costs,"1,422.92",GBP,Project Titan
AMER,Wholesale,Argentina,South America,EMP00188,2024-01-12,Wages Cost,"1,420,285.22",ARS,Project Orion
APAC,Retail,Singapore,Southeast Asia,,2024-01-13,Other Costs,"2,910.07",SGD,Project Titan
AMER,Marketing,Mexico,North America,,2024-01-13,Other Costs,"4,599.28",MXN,Project  Orion
APAC,Logistics,China,East Asia,EMP00117,2024-01-13,Wages Cost,"8,577.74",CNY,Project Horizon
EMEA,Wholesale,Germany,Western Europe,EMP00303,2024-01-13,Wages Cost,"11,488.02",EUR,Project Horizon
APAC,E-commerce,Australia,Oceania,,2024-01-13,Other Costs,"1,050.97",AUD,Project Atlas
AMER,Finance,United States,North America,EMP00306,2024-01-13,Wages Cost,"3,924.41",USD,Project Vega
AMER,Marketing,Mexico,North America,EMP00155,2024-01-13,Wages Cost,"22,950.25",MXN,Project Vega
APAC,HR,China,East Asia,EMP00028,2024-01-13,Wages Cost,"19,751.98",CNY,Project Vega
EMEA,Logistics,Portugal,Southern Europe,EMP00338,2024-01-13,Wages Cost,"1,419.28",EUR,Project Nova
APAC,Retail,Australia,Oceania,,2024-01-13,Other Costs,"5,735.80",AUD,Project Horizon
EMEA,Marketing,Portugal,Southern Europe,,2024-01-13,Other Costs,936.41,EUR,Project Orion
EMEA,Logistics,Portugal,Southern Europe,EMP00338,2024-01-13,Revenue,"6,308.46",EUR,Project Nova
AMER,Marketing,Mexico,North America,,2024-01-13,Other Costs,"6,010.17",MXN,Project Atlas
APAC,Logistics,India,South Asia,,2024-01-13,Other Costs,"23,570.71",INR,Project Orion
APAC,Finance,China,East Asia,EMP00134,2024-01-13,Wages Cost,"19,489.05",CNY,Project Orion
APAC,Logistics,Japan,East Asia,EMP00263,2024-01-13,Revenue,"798,680.61",JPY,Project Zenith
AMER,Wholesale,United States,North America,,2024-01-13,Other Costs,"4,443.89",USD,Project Atlas
APAC,Logistics,Australia,Oceania,EMP00030,2024-01-13,Wages Cost,"13,553.79",AUD,Project Aurora
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2024-01-13,Wages Cost,"3,364.03",EUR,Project Orion
AMER,Wholesale,Canada,North America,EMP00171,2024-01-13,Revenue,"5,274.17",CAD,Project Zenith
AMER,Wholesale,Canada,North America,,2024-01-14,Other Costs,"2,207.50",CAD,Project Zenith
EMEA,Retail,Italy,Southern Europe,EMP00059,2024-01-14,Wages Cost,"8,021.92",EUR,Project  Titan
AMER,Finance,Canada,North America,EMP00280,2024-01-14,Wages Cost,"12,456.42",CAD,Project Orion
AMER,Marketing,Brazil,South America,EMP00076,2024-01-14,Wages Cost,"5,063.97",BRL,Project Titan
EMEA,E-commerce,Spain,Southern Europe,EMP00087,2024-01-14,Revenue,"9,471.25",EUR,Project Atlas
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2024-01-14,Revenue,"8,169.83",EUR,Project Orion
EMEA,Finance,France,Western Europe,EMP00339,2024-01-14,Wages Cost,"6,670.09",EUR,Project Nova
EMEA,Marketing,France,Western Europe,EMP00335,2024-01-14,Revenue,"9,236.82",EUR,Project Falcon
APAC,Logistics,Australia,Oceania,,2024-01-14,Other Costs,"2,711.31",AUD,Project Zenith
AMER,HR,Canada,North America,EMP00271,2024-01-14,Wages Cost,"8,428.06",CAD,Project Aurora
EMEA,Wholesale,Spain,Southern Europe,,2024-01-14,Other Costs,691.55,EUR,Project Falcon
EMEA,Wholesale,United Kingdom,Northern Europe,EMP00218,2024-01-14,Revenue,"3,218.18",GBP,Project Nimbus
APAC,Retail,Japan,East Asia,EMP00086,2024-01-14,Wages Cost,"484,988.88",JPY,Project Falcon
EMEA,Logistics,Netherlands,Western Europe,EMP00326,2024-01-14,Revenue,"8,645.65",EUR,Project Falcon
APAC,Finance,Singapore,Southeast Asia,EMP00318,2024-01-15,Wages Cost,"3,758.93",SGD,Project Nimbus
